people_id,person_id,company_name,company_li_name,last_title,group_start_date,group_end_date
33,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Shaw Communications,shaw-communications,Principal Program Manager,2017-02-01,2017-12-01
34,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Shaw Communications,shaw-communications,Sr. Management Consultant/Project Manager,2015-10-01,2016-11-01
35,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Zamplo,zamplo,Co-Founder,2015-09-01,
36,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Cenovus Energy,cenovus-energy,Management Consultant,2012-03-01,2015-03-01
37,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Talisman Energy,talisman-energy,Project Manager,2011-03-01,2012-02-01
38,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Project Champions,project-champions,Associate Partner,2011-01-01,2015-10-01
39,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Mark's Work Wearhouse,markscanada,Project Manager,2010-01-01,2010-11-01
40,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Veris,veris,Project Manager,2008-11-01,2010-11-01
41,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,ENMAX,enmax,Program and Project  Manager,2008-11-01,2009-12-01
42,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Vancouver Coastal Health,vancouver-coastal-health,Consultant,2006-07-01,2008-07-01
43,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,World Wildlife Fund,world-wildlife-fund,IT Development Officer,2002-09-01,2002-12-01
44,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Accenture,accenture,Manager,1998-11-01,2006-06-01
45,c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Luffahrtstudio,luffahrtstudio,Flight Test Engineer,1997-05-01,1997-08-01
46,18be23f5-4b31-4aed-aae3-c6fdb0a2580a,OAKOS Automotive,oakos-automotive,Customer Service Manager @ OAKOS Automotive,2007-03-01,
47,18be23f5-4b31-4aed-aae3-c6fdb0a2580a,Sequoia,sequoia,Senior Helpdesk Agent,2000-03-01,2002-03-01
48,18be23f5-4b31-4aed-aae3-c6fdb0a2580a,HelpKey,helpkey,IT Consultant,1999-01-01,2002-01-01
49,e0a3281f-ce45-4669-9117-526d20ddf866,Noon Allure,noon-allure,Founder,2021-01-01,
50,e0a3281f-ce45-4669-9117-526d20ddf866,Hart Howerton,hart-howerton,Designer,2018-06-01,2020-08-01
51,e0a3281f-ce45-4669-9117-526d20ddf866,Sleeperbot (Blitz Studios),sleeperhq,Marketing Intern,2017-06-01,2017-08-01
52,d9fbdc13-78e1-457e-8380-c001aba73a59,Netflix,netflix,Costume Design Assistant,2022-02-01,
53,d9fbdc13-78e1-457e-8380-c001aba73a59,Henry Wilkinson Vintage,henry-wilkinson-vintage,Business Owner,2021-12-01,
54,d9fbdc13-78e1-457e-8380-c001aba73a59,Self-employed,self-employed,Freelance Fashion Historian,2019-07-01,
55,d9fbdc13-78e1-457e-8380-c001aba73a59,Netflix,netflix,Costume Trainee,2019-05-01,2019-09-01
56,d9fbdc13-78e1-457e-8380-c001aba73a59,GIVENCHY,givenchy,GIVENCHY ARCHIVES,2019-02-01,2019-04-01
57,d9fbdc13-78e1-457e-8380-c001aba73a59,Shakespeare's Rose Theatre,shakespeare-s-rose-theatre,Dresser,2018-06-01,2018-09-01
58,d9fbdc13-78e1-457e-8380-c001aba73a59,The Royal Central School of Speech and Drama,central-school-of-speech-and-drama,Dresser - 'Her Naked Skin',2017-10-01,2017-12-01
59,d9fbdc13-78e1-457e-8380-c001aba73a59,The Royal Central School of Speech and Drama,central-school-of-speech-and-drama,Dresser - 'Empress',2017-06-01,2017-06-01
60,d9fbdc13-78e1-457e-8380-c001aba73a59,Kerry Taylor Auctions Ltd,kerry-taylor-auctions-ltd,Intern,2017-03-01,2018-10-01
61,d9fbdc13-78e1-457e-8380-c001aba73a59,Dominion Theatre,nederlander-dominion-ltd,Work Experience - An American in Paris,2017-02-01,2017-03-01
62,d9fbdc13-78e1-457e-8380-c001aba73a59,Angels Costumes,angels-the-costumiers,Work Experience,2016-05-01,2016-06-01
63,d9fbdc13-78e1-457e-8380-c001aba73a59,English National Opera,english-national-opera,Wardrobe Assistant - 'Norma',2016-02-01,2016-02-01
64,d9fbdc13-78e1-457e-8380-c001aba73a59,Grand Opera House York,grand-opera-house-york,Costume Designer - 'Ghost: The Musical',2015-12-01,2016-02-01
65,9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,Standard Chartered Bank,standardchartered,Senior Manager - Skype for Business Engineering,2018-05-01,
66,9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,HCL Technologies,hcl-technologies,Associate Consultant - Skype for Business,2016-05-01,2018-05-01
67,9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,Microsoft,microsoft,Support Engineer - Skype for Business,2013-11-01,2016-05-01
68,9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,Cognizant,cognizant,Administrator - NSS,2007-11-01,2013-10-01
69,c80ad2cd-c9fc-4727-a83e-2820607de73e,Stanford University,stanford-university,PhD Candidate,2017-09-01,
70,c80ad2cd-c9fc-4727-a83e-2820607de73e,University of Cambridge,university-of-cambridge,Gates Cambridge Scholar,2016-10-01,2017-09-01
71,c80ad2cd-c9fc-4727-a83e-2820607de73e,Harvard Medical School,harvard-medical-school,Researcher,2016-06-01,2016-08-01
72,c80ad2cd-c9fc-4727-a83e-2820607de73e,McKinsey & Company,mckinsey,Summer Business Analyst,2015-06-01,2015-08-01
73,c80ad2cd-c9fc-4727-a83e-2820607de73e,Onshape Inc.,onshape,Software Engineer,2014-05-01,2014-08-01
74,c80ad2cd-c9fc-4727-a83e-2820607de73e,MIT School of Engineering,mit-school-of-engineering,Researcher,2013-10-01,2015-06-01
75,c80ad2cd-c9fc-4727-a83e-2820607de73e,DNA Medicine Institute,dna-medicine-institute,Research and Development Intern,2012-11-01,2013-06-01
76,6b2744c4-4570-4e5d-bbbf-dd22ab83deed,Barfield Inc,barfield-inc,SVP Supply Chain & Asset Management,2002-11-01,
77,6b2744c4-4570-4e5d-bbbf-dd22ab83deed,Thales Avionics,thales,Director of Operations,1991-06-01,2002-04-01
78,dbb6ac08-30b6-4355-ab71-db78a9397517,Google,google,Senior Software Engineer,2021-02-01,
79,dbb6ac08-30b6-4355-ab71-db78a9397517,Xinja,xinja,Senior Software Engineer,2019-12-01,2021-02-01
80,dbb6ac08-30b6-4355-ab71-db78a9397517,Atlassian,atlassian,Software Engineer,2017-06-01,2019-12-01
81,dbb6ac08-30b6-4355-ab71-db78a9397517,Commonwealth Bank,commonwealthbank,Software Engineer,2014-04-01,2017-06-01
82,d3a53a3a-313d-40ae-a750-b5e76cb0b525,PIGIT 一豚,pigit-yitun,Entrepreneur,2021-06-01,
83,d3a53a3a-313d-40ae-a750-b5e76cb0b525,Alibaba Group,alibaba-group,Travel Insurance Operation - Fliggy,2017-02-01,2021-05-01
84,d3a53a3a-313d-40ae-a750-b5e76cb0b525,Uber,uber-com,Lead Data Analyst,2015-01-01,2017-01-01
85,d3a53a3a-313d-40ae-a750-b5e76cb0b525,eBay Inc,ebay,Business Analyst Intern,2014-05-01,2014-08-01
86,0d4e439e-c19e-4bb8-a017-bf380b3d11a1,Thirty Madison,thirty-madison,Senior Accountant,2022-01-01,
87,0d4e439e-c19e-4bb8-a017-bf380b3d11a1,"Bocar US, Inc.",bocar-us-inc,Assistant Controller,2019-05-01,2022-01-01
88,0d4e439e-c19e-4bb8-a017-bf380b3d11a1,"Structure Medical, LLC",structure-medical-llc,Senior Accountant,2012-05-01,2019-05-01
89,0d4e439e-c19e-4bb8-a017-bf380b3d11a1,"DRS Technologies, Inc.",leonardodrs,Senior Cost Analyst,2007-03-01,2012-05-01
90,baa4ba0b-7c66-4318-b438-a187410a4c3e,AMD,amd,Principal Member Of Technical Staff,2022-05-01,
91,baa4ba0b-7c66-4318-b438-a187410a4c3e,Qualcomm,qualcomm,Sr Staff,2019-10-01,2022-05-01
92,baa4ba0b-7c66-4318-b438-a187410a4c3e,Intel Corporation,intel-corporation,Modem Design Engineer,2018-01-01,2019-07-01
93,baa4ba0b-7c66-4318-b438-a187410a4c3e,NXP Semiconductors,nxp-semiconductors,R&D Design,2015-01-01,2018-01-01
94,baa4ba0b-7c66-4318-b438-a187410a4c3e,Texas Instruments,texas-instruments,Senior Design Engineer,2010-11-01,2014-04-01
95,baa4ba0b-7c66-4318-b438-a187410a4c3e,KPIT Cummins Infosystems Ltd,kpit,Design Engineer,2007-07-01,2010-10-01
96,baa4ba0b-7c66-4318-b438-a187410a4c3e,Vedant,vedant,Student,2007-01-01,2007-01-01
97,baa4ba0b-7c66-4318-b438-a187410a4c3e,Maharshi electronics,maharshi-electronics,Design Internship,2006-01-01,2006-01-01
98,68040ae2-9f3c-4e06-a7b9-bca73a4073cc,JOKR,jokr,VP Warehouse Operations,2021-04-01,
99,68040ae2-9f3c-4e06-a7b9-bca73a4073cc,KREATIZE GmbH,kreatize-gmbh,Head of Growth & Business Intelligence,2019-04-01,2020-10-01
100,68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Delivery Hero SE,delivery-hero-se,Global Senior Manager Restaurant Concepts,2016-11-01,2019-04-01
101,68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Delivery Hero,delivery-hero-se,Partner Operations Intern - Foodora,2016-05-01,2016-08-01
102,68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Colectivo de Barrio - Casa Alameda,colectivo-de-barrio-casa-alameda,Co-Founder - Business Development,2015-09-01,2016-05-01
103,68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Endeavor,endeavorglobal,Project Manager,2015-05-01,2016-04-01
104,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,C2O2,c2o2,Salesforce Solutions Manager & Owner,2019-06-01,
105,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,N4T Brasil,n4tbrasilservi%C3%A7osgerenciaisetreinamentos,Salesforce Solutions Manager,2019-04-01,2019-06-01
106,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Stefanini,stefanini-brasil,AMS - Salesforce Lead & Bid Manager,2017-03-01,2019-03-01
107,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Veeva Systems,veeva-systems,Services Engagement Manager,2014-02-01,2017-01-01
108,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,+2X Tecnologia em Dobro,mais2x,Outsourcing Manager,2013-09-01,2014-02-01
109,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,MSDevelop,yellowfinbrazil,Outsourcing Manager,2013-01-01,2013-08-01
110,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Softtek - Wal-Mart Brasil,softtek,Project Manager,2012-03-01,2012-12-01
111,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Baxter,baxter,Project Manager LATAM,2008-10-01,2011-04-01
112,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Uninove,uninove,Professor Universitário,2007-04-01,2014-12-01
113,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil Ltda,dendrite-brasil-ltda,Regional Business Intelligence Manager - Latin America,2004-02-01,2008-01-01
114,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil,dendrite-brasil,Account & Project Manager,2001-08-01,2004-02-01
115,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil Ltda,dendrite-brasil-ltda,Technical Operations Supervisor,1999-09-01,2001-07-01
116,ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil,dendrite-brasil,Support Analyst,1997-03-01,1999-08-01
117,4a3f48aa-40b2-47a0-b610-878de2d4f73a,Meta,meta,Software Engineer,2022-01-01,
118,4a3f48aa-40b2-47a0-b610-878de2d4f73a,Ixora.org,ixora-org,Co-Founder,2017-12-01,2022-01-01
119,4a3f48aa-40b2-47a0-b610-878de2d4f73a,Weta Digital,weta-digital,Senior Software Developer,2014-09-01,2017-06-01
120,6bd0218a-7419-41e8-8e71-b8276aab4833,Gridics,gridics,Chief Executive Officer,2016-06-01,
121,6bd0218a-7419-41e8-8e71-b8276aab4833,"RealPage, Inc.",realpage,Senior Vice President - RealPage,2014-04-01,2016-05-01
122,6bd0218a-7419-41e8-8e71-b8276aab4833,Homes.com,eneighborhoods,Vice President & General Manager,2005-11-01,2014-03-01
123,cf461c32-549b-411b-8dd0-37df7849cc4c,Amazon,amazon,"Head of Design and Research, Goodreads",2020-06-01,
124,cf461c32-549b-411b-8dd0-37df7849cc4c,Getaround,getaround,Head of Product Design,2017-06-01,2020-03-01
125,cf461c32-549b-411b-8dd0-37df7849cc4c,First Republic Bank,first-republic-bank,Lead Experience Designer,2016-09-01,2017-06-01
126,cf461c32-549b-411b-8dd0-37df7849cc4c,Castlight Health,castlight-health,Lead Designer,2015-10-01,2016-07-01
127,cf461c32-549b-411b-8dd0-37df7849cc4c,Alana Lindner Design,alana-lindner-design,Director of Design / Owner,2012-08-01,2015-10-01
128,cf461c32-549b-411b-8dd0-37df7849cc4c,jlogan,jlogan,Creative Director,2011-02-01,2013-01-01
129,cf461c32-549b-411b-8dd0-37df7849cc4c,Pacific Market International,pmiworldwide,Senior Designer,2007-08-01,2011-01-01
130,cf461c32-549b-411b-8dd0-37df7849cc4c,Artist Live/Work Community,artist-live-work-community,Business Owner,2007-08-01,2019-08-01
131,cf461c32-549b-411b-8dd0-37df7849cc4c,"WizKids, Inc.",wizkids-inc.,Senior Designer,2006-01-01,2007-08-01
132,21139520-ed11-4d13-9ab0-806de3c85634,Microsoft,microsoft,Recruiter,2021-04-01,
133,21139520-ed11-4d13-9ab0-806de3c85634,Leading Recruitment Services (LRS) Consulting Firm,leading-recruitment-services,Human Resources Manager,2017-07-01,2020-10-01
134,21139520-ed11-4d13-9ab0-806de3c85634,PAREXEL,parexel,Sr. Consultant- Talent Acquisition，APAC,2015-09-01,2017-06-01
135,21139520-ed11-4d13-9ab0-806de3c85634,Korn/Ferry International,kornferry,Associate - Greater China - Consumer & High-Tech,2012-03-01,2015-09-01
136,28f68ae4-a12e-4c53-b89b-934c6b817298,L3Harris Technologies,l3harris-technologies,Senior Software Engineer,2015-04-01,
137,28f68ae4-a12e-4c53-b89b-934c6b817298,Articulate,articulate,Software Developer,2014-03-01,2015-03-01
138,28f68ae4-a12e-4c53-b89b-934c6b817298,Reaction Engineering,reaction-engineering,Software Engineer,2010-01-01,2014-03-01
139,28f68ae4-a12e-4c53-b89b-934c6b817298,"ATAdvantage, Inc.",atadvantage-inc-,Software Developer,2006-01-01,2010-04-01
140,20441936-60bd-47e7-838c-53c70c09a202,Attentiv.,attentiv-io,Co-Founder,2020-01-01,
141,2b9994ee-4456-43a5-ad50-209b995efc94,Creditea,creditea,Sales & Operations Customer Care Leader,2019-01-01,
142,2b9994ee-4456-43a5-ad50-209b995efc94,Gympass,gympass,Coordinador CS Latam,2017-04-01,2018-10-01
143,2b9994ee-4456-43a5-ad50-209b995efc94,American Express Corporate México,americanexpressmexico,Customer Care Professional,2012-09-01,2017-04-01
144,2b9994ee-4456-43a5-ad50-209b995efc94,Estancia Infantil Bebe Lince,estancia-infantil-bebe-lince,Becaria,2011-01-01,2012-07-01
145,d2fad3ed-431d-457a-9957-be5a38303cf1,Texas Instruments,texas-instruments,Engineer,,
146,296eda27-cd68-4d25-855e-d6bb2030fa66,ProReach™,proreach%E2%84%A2,Co-Founder - Chief Technical Officer,2016-10-01,2018-01-01
147,296eda27-cd68-4d25-855e-d6bb2030fa66,Facebook,meta,Mobile Application Developer,2013-10-01,2016-05-01
148,296eda27-cd68-4d25-855e-d6bb2030fa66,Amazon,amazon,Software Engineer,2011-08-01,2013-09-01
149,296eda27-cd68-4d25-855e-d6bb2030fa66,Cognizant,cognizant,Application Developer,2010-06-01,2011-07-01
150,98a64560-52e1-41d6-b2cd-ea83df31bd62,Competenze.it,competenze-it,Marketing Director,2021-06-01,2021-11-01
151,98a64560-52e1-41d6-b2cd-ea83df31bd62,Mentorify Italia - Shopify Partner,mentorify,Chief Executive Officer,2020-04-01,2021-05-01
152,98a64560-52e1-41d6-b2cd-ea83df31bd62,Wiio dropshipping,wiio-official,Brand Strategist,2018-01-01,2018-06-01
153,98a64560-52e1-41d6-b2cd-ea83df31bd62,Sino Flyer Int. Ltd,sino-flyer-int-ltd,Founder,2014-09-01,
154,98a64560-52e1-41d6-b2cd-ea83df31bd62,Shopify,shopify,Associate Merchant,2012-02-01,2020-03-01
155,98a64560-52e1-41d6-b2cd-ea83df31bd62,Google Analytics for Business,google-analytics-for-business,Assistant Account Executive,2008-05-01,2011-01-01
156,98a64560-52e1-41d6-b2cd-ea83df31bd62,Google Ads,goog-ads,Campaign Strategist | Search & Display Network,2006-02-01,2019-02-01
157,98a64560-52e1-41d6-b2cd-ea83df31bd62,eBay Inc,ebay,Sales and Marketing Manager,2004-07-01,2006-07-01
158,23073fe1-d402-4400-a761-3038a6900d03,Richmond Hospital Foundation,richmond-hospital-foundation,Board Member,2022-02-01,
159,23073fe1-d402-4400-a761-3038a6900d03,Greater Vancouver Board of Trade,vancouver-board-of-trade,Board Member,2021-11-01,
160,23073fe1-d402-4400-a761-3038a6900d03,Innovate BC,innovatebc,Board Member,2021-07-01,
161,23073fe1-d402-4400-a761-3038a6900d03,CubicFarm Systems Corp.,cubicfarm-systems-corp,President & Chief Technology Officer,2021-03-01,
162,23073fe1-d402-4400-a761-3038a6900d03,LlamaZOO Interactive Inc.,llamazoo,Board Member,2020-06-01,
163,23073fe1-d402-4400-a761-3038a6900d03,SYNTHIAM,synthiam,Board Of Directors,2019-04-01,2021-06-01
164,23073fe1-d402-4400-a761-3038a6900d03,Creative Destruction Lab,creative-destruction-lab,Associate at Creative Destructive Lab,2019-01-01,
165,23073fe1-d402-4400-a761-3038a6900d03,Digital Technology Supercluster,the-digital-technology-supercluster,Co-Chair Board of Directors,2018-01-01,2021-03-01
166,23073fe1-d402-4400-a761-3038a6900d03,BC Tech,bctech,Board Of Directors,2017-06-01,2020-05-01
167,23073fe1-d402-4400-a761-3038a6900d03,Microsoft,microsoft,GM Microsoft Vancouver,2011-11-01,2021-03-01
168,23073fe1-d402-4400-a761-3038a6900d03,De Martin Consulting,de-martin-consulting,Performance Managment Consultant,2010-11-01,2011-11-01
169,23073fe1-d402-4400-a761-3038a6900d03,Canucks Autism Network,canucks-autism-network-can-,Volunteer Coach,2010-08-01,2010-11-01
170,23073fe1-d402-4400-a761-3038a6900d03,Next Level Games,nextlevelgames,Studio General Manager,2003-12-01,2011-10-01
171,23073fe1-d402-4400-a761-3038a6900d03,EA,electronic-arts,Franchise Development Director Need for Speed,2002-03-01,2003-12-01
172,23073fe1-d402-4400-a761-3038a6900d03,BLACK BOX GAMES LIMITED,black-box-games-limited,Producer,2000-11-01,2002-03-01
173,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Walmart Global Tech India,walmartglobaltechindia,Staff UX Designer,2020-05-01,
174,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Cisco,cisco,Sr. UX Lead,2016-11-01,2020-04-01
175,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,[24]7,24-7-ai,Sr. UX Designer,2015-01-01,2016-09-01
176,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Myntra.com,myntra,Sr. UX Designer,2014-09-01,2015-01-01
177,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,SAP,sap,Sr. UX Designer,2013-04-01,2014-09-01
178,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,July Systems,dnaspaces,Sr. UX Design Lead,2009-07-01,2013-03-01
179,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,(Various),various,UX Consultant,2008-11-01,2009-06-01
180,3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Centre for Knowledge Societies,centre-for-knowledge-societies,UX Designer,2008-01-01,2008-06-01
181,948be170-c813-4287-b8b0-05ec5feb4b67,Google,google,Embedded Software Engineer,2019-04-01,
182,948be170-c813-4287-b8b0-05ec5feb4b67,Intel Corporation,intel-corporation,Software Engineer,2017-05-01,2019-03-01
183,948be170-c813-4287-b8b0-05ec5feb4b67,IndusTeqsite Pvt Ltd,industeqsite-pvt-ltd,Software Development Engineer,2015-09-01,2016-04-01
184,948be170-c813-4287-b8b0-05ec5feb4b67,Siemens,siemens,Summer Intern,2014-06-01,2014-06-01
185,948be170-c813-4287-b8b0-05ec5feb4b67,IndusTeqsite Pvt Ltd,industeqsite-pvt-ltd,In plant Trainee,2013-06-01,2013-06-01
186,4e2902e9-61be-4602-ac7d-26966d0e2063,Pure Storage,pure-storage,Account Executive,2018-12-01,
187,4e2902e9-61be-4602-ac7d-26966d0e2063,Cisco,cisco,Account Manager III,2015-04-01,2018-11-01
188,4e2902e9-61be-4602-ac7d-26966d0e2063,UpToDate,uptodate,Senior Account Executive,2013-12-01,2015-03-01
189,4e2902e9-61be-4602-ac7d-26966d0e2063,InTouch Health,intouch-health,Regional Sales Director,2012-01-01,2013-12-01
190,4e2902e9-61be-4602-ac7d-26966d0e2063,Medical Automation Systems,medical-automation-systems,National Director of Corporate Accounts,1999-07-01,2011-12-01
191,4e2902e9-61be-4602-ac7d-26966d0e2063,Roche Diagnostics,roche,Senior Account Manager,1996-01-01,1999-01-01
192,ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Flyhomes,flyhomes,Listing Coordinator - Brokerage Operations,2021-07-01,
193,ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Oberoi Hotels & Resorts,oberoi-hotels-&-resorts,Senior Reservation,2017-12-01,2021-03-01
194,ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Taj Hotels Palaces Resorts Safaris,taj-hotels,Reservations Officer,2016-06-01,2017-12-01
195,ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Plaza Premium Group,plaza-premium-lounge-management-limited,Guest Relations Officer,2015-06-01,2016-05-01
196,0821b3ba-ff51-4201-8c00-71d07aaca16b,Hire Heroes USA,hire-heroes-usa,"Manager, Corporate Partner Success",2018-01-01,
197,0821b3ba-ff51-4201-8c00-71d07aaca16b,Yahoo! Inc.,yahoo,"Sales Engineer, Ad Creative Technology",2011-07-01,2017-08-01
198,0821b3ba-ff51-4201-8c00-71d07aaca16b,FirstComp,markel-corporation,Marketing Specialist,2007-06-01,2011-07-01
199,a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Defense Health Agency,defense-health-agency,"Chief, Engineering and Design Section",2021-10-01,
200,a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Army Regional Medical Command HQ,army-regional-medical-command-hq,Mechanical / Fire Protection Engineer,2012-02-01,2021-10-01
201,a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Defense Commissary Agency,defense-commissary-agency,Senior Mechanical Engineer,2010-03-01,2012-02-01
202,a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,US Army Corps of Engineers,us-army-corps-of-engineers,Senior Mechanical Engineer,2009-03-01,2010-03-01
203,a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,NadaTechnologies,nadatechnologies,New Product Development Engineering Manager,2008-01-01,2009-03-01
204,a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Texas Instruments,texas-instruments,Equipment Engineer,1999-12-01,2008-01-01
